category,keyword,competition,intents,trend
related_keywords,hunter douglas honeycomb shades,100,,"October 2024 : 880, November 2024 : 720, December 2024 : 590, January 2025 : 880, February 2025 : 720, March 2025 : 1000, April 2025 : 880, May 2025 : 880, June 2025 : 1000, July 2025 : 880, August 2025 : 1000, September 2025 : 720"
related_keywords,hunter douglas cellular shades,100,,"October 2024 : 1000, November 2024 : 880, December 2024 : 590, January 2025 : 880, February 2025 : 720, March 2025 : 720, April 2025 : 880, May 2025 : 720, June 2025 : 720, July 2025 : 720, August 2025 : 880, September 2025 : 880"
related_keywords,blackout shutters,100,,"October 2024 : 720, November 2024 : 720, December 2024 : 880, January 2025 : 1000, February 2025 : 720, March 2025 : 880, April 2025 : 880, May 2025 : 1000, June 2025 : 1000, July 2025 : 1000, August 2025 : 880, September 2025 : 720"
related_keywords,1 faux wood blinds,100,,"October 2024 : 1000, November 2024 : 880, December 2024 : 720, January 2025 : 880, February 2025 : 720, March 2025 : 880, April 2025 : 720, May 2025 : 720, June 2025 : 720, July 2025 : 720, August 2025 : 590, September 2025 : 880"
related_keywords,white roman shades,100,,"October 2024 : 880, November 2024 : 1000, December 2024 : 720, January 2025 : 1000, February 2025 : 880, March 2025 : 1300, April 2025 : 880, May 2025 : 880, June 2025 : 880, July 2025 : 880, August 2025 : 880, September 2025 : 720"
related_keywords,motorized solar shades,100,,"October 2024 : 880, November 2024 : 720, December 2024 : 590, January 2025 : 720, February 2025 : 720, March 2025 : 880, April 2025 : 1000, May 2025 : 1000, June 2025 : 1000, July 2025 : 1300, August 2025 : 880, September 2025 : 720"
related_keywords,best cellular shades,100,,"October 2024 : 1000, November 2024 : 880, December 2024 : 720, January 2025 : 880, February 2025 : 590, March 2025 : 880, April 2025 : 880, May 2025 : 880, June 2025 : 880, July 2025 : 720, August 2025 : 720, September 2025 : 590"
related_keywords,outdoor plantation shutters,100,,"October 2024 : 590, November 2024 : 2900, December 2024 : 1600, January 2025 : 480, February 2025 : 480, March 2025 : 720, April 2025 : 720, May 2025 : 720, June 2025 : 590, July 2025 : 590, August 2025 : 590, September 2025 : 480"
related_keywords,window blinds for sale,100,,"October 2024 : 390, November 2024 : 320, December 2024 : 1000, January 2025 : 5400, February 2025 : 1000, March 2025 : 480, April 2025 : 390, May 2025 : 390, June 2025 : 480, July 2025 : 390, August 2025 : 390, September 2025 : 480"
related_keywords,budget blinds prices,100,,"October 2024 : 480, November 2024 : 720, December 2024 : 880, January 2025 : 3600, February 2025 : 880, March 2025 : 880, April 2025 : 590, May 2025 : 590, June 2025 : 590, July 2025 : 590, August 2025 : 590, September 2025 : 480"
related_keywords,hunter douglas roman shades,100,,"October 2024 : 2400, November 2024 : 880, December 2024 : 590, January 2025 : 880, February 2025 : 880, March 2025 : 1000, April 2025 : 880, May 2025 : 880, June 2025 : 720, July 2025 : 880, August 2025 : 880, September 2025 : 720"
related_keywords,norman shades,100,,"October 2024 : 880, November 2024 : 720, December 2024 : 720, January 2025 : 720, February 2025 : 720, March 2025 : 880, April 2025 : 880, May 2025 : 880, June 2025 : 1000, July 2025 : 880, August 2025 : 1000, September 2025 : 880"
related_keywords,cheap mini blinds,100,,"October 2024 : 1000, November 2024 : 1000, December 2024 : 880, January 2025 : 1000, February 2025 : 720, March 2025 : 1000, April 2025 : 880, May 2025 : 880, June 2025 : 720, July 2025 : 880, August 2025 : 880, September 2025 : 720"
related_keywords,hunter douglas window coverings,33,,"October 2024 : 1000, November 2024 : 2900, December 2024 : 390, January 2025 : 1900, February 2025 : 320, March 2025 : 320, April 2025 : 390, May 2025 : 320, June 2025 : 390, July 2025 : 480, August 2025 : 720, September 2025 : 720"
related_keywords,hunter douglas luminette,100,,"October 2024 : 880, November 2024 : 880, December 2024 : 720, January 2025 : 880, February 2025 : 880, March 2025 : 1600, April 2025 : 1000, May 2025 : 1000, June 2025 : 720, July 2025 : 880, August 2025 : 880, September 2025 : 880"
related_keywords,roller shades near me,95,,"October 2024 : 720, November 2024 : 720, December 2024 : 720, January 2025 : 720, February 2025 : 1000, March 2025 : 1900, April 2025 : 880, May 2025 : 720, June 2025 : 880, July 2025 : 720, August 2025 : 720, September 2025 : 720"
related_keywords,sun blinds,97,,"October 2024 : 720, November 2024 : 590, December 2024 : 590, January 2025 : 720, February 2025 : 880, March 2025 : 880, April 2025 : 1000, May 2025 : 1600, June 2025 : 1000, July 2025 : 1000, August 2025 : 880, September 2025 : 720"
related_keywords,white plantation shutters,100,,"October 2024 : 590, November 2024 : 720, December 2024 : 590, January 2025 : 1300, February 2025 : 1300, March 2025 : 1000, April 2025 : 590, May 2025 : 720, June 2025 : 720, July 2025 : 720, August 2025 : 720, September 2025 : 590"
related_keywords,insulated cellular shades,99,,"October 2024 : 720, November 2024 : 720, December 2024 : 720, January 2025 : 1000, February 2025 : 720, March 2025 : 880, April 2025 : 720, May 2025 : 880, June 2025 : 1300, July 2025 : 1000, August 2025 : 590, September 2025 : 880"
related_keywords,custom shutters exterior,100,,"October 2024 : 880, November 2024 : 720, December 2024 : 480, January 2025 : 590, February 2025 : 720, March 2025 : 1000, April 2025 : 1000, May 2025 : 1000, June 2025 : 880, July 2025 : 880, August 2025 : 880, September 2025 : 1000"
related_keywords,faux wood vertical blinds,100,,"October 2024 : 880, November 2024 : 880, December 2024 : 720, January 2025 : 880, February 2025 : 720, March 2025 : 880, April 2025 : 880, May 2025 : 720, June 2025 : 880, July 2025 : 1300, August 2025 : 720, September 2025 : 720"
related_keywords,motorized zebra blinds,80,,"October 2024 : 590, November 2024 : 720, December 2024 : 480, January 2025 : 590, February 2025 : 480, March 2025 : 590, April 2025 : 480, May 2025 : 480, June 2025 : 590, July 2025 : 3600, August 2025 : 880, September 2025 : 1600"
related_keywords,bathroom shutters,81,,"October 2024 : 880, November 2024 : 880, December 2024 : 880, January 2025 : 1000, February 2025 : 880, March 2025 : 1000, April 2025 : 880, May 2025 : 880, June 2025 : 880, July 2025 : 880, August 2025 : 880, September 2025 : 1000"
related_keywords,pleated window shades,100,,"October 2024 : 720, November 2024 : 880, December 2024 : 720, January 2025 : 880, February 2025 : 720, March 2025 : 880, April 2025 : 720, May 2025 : 720, June 2025 : 720, July 2025 : 720, August 2025 : 1000, September 2025 : 1300"
related_keywords,total blackout blinds,98,,"October 2024 : 480, November 2024 : 390, December 2024 : 320, January 2025 : 880, February 2025 : 720, March 2025 : 720, April 2025 : 880, May 2025 : 880, June 2025 : 1000, July 2025 : 720, August 2025 : 1600, September 2025 : 1600"
related_keywords,kitchen shades,100,,"October 2024 : 1000, November 2024 : 1000, December 2024 : 880, January 2025 : 1000, February 2025 : 720, March 2025 : 880, April 2025 : 880, May 2025 : 720, June 2025 : 720, July 2025 : 720, August 2025 : 720, September 2025 : 720"
related_keywords,mini blinds with cords,100,,"October 2024 : 1300, November 2024 : 1000, December 2024 : 720, January 2025 : 720, February 2025 : 720, March 2025 : 880, April 2025 : 880, May 2025 : 1000, June 2025 : 880, July 2025 : 880, August 2025 : 880, September 2025 : 720"
related_keywords,2 faux wood blinds white,100,,"October 2024 : 880, November 2024 : 1000, December 2024 : 720, January 2025 : 1000, February 2025 : 880, March 2025 : 1000, April 2025 : 880, May 2025 : 880, June 2025 : 880, July 2025 : 1000, August 2025 : 720, September 2025 : 880"
related_keywords,exterior vinyl shutters for windows,100,,"October 2024 : 1000, November 2024 : 720, December 2024 : 390, January 2025 : 480, February 2025 : 590, March 2025 : 1000, April 2025 : 1000, May 2025 : 1000, June 2025 : 1000, July 2025 : 1000, August 2025 : 1600, September 2025 : 1300"
related_keywords,modern vertical blinds,100,,"October 2024 : 880, November 2024 : 880, December 2024 : 720, January 2025 : 1000, February 2025 : 880, March 2025 : 880, April 2025 : 880, May 2025 : 880, June 2025 : 880, July 2025 : 880, August 2025 : 880, September 2025 : 1000"
related_keywords,bamboo roman shades cordless,100,,"October 2024 : 720, November 2024 : 880, December 2024 : 590, January 2025 : 880, February 2025 : 720, March 2025 : 880, April 2025 : 880, May 2025 : 720, June 2025 : 720, July 2025 : 880, August 2025 : 1300, September 2025 : 1000"
related_keywords,graber plantation shutters,85,,"October 2024 : 1600, November 2024 : 1300, December 2024 : 590, January 2025 : 720, February 2025 : 590, March 2025 : 720, April 2025 : 720, May 2025 : 720, June 2025 : 590, July 2025 : 720, August 2025 : 720, September 2025 : 880"
related_keywords,bedroom shades,100,,"October 2024 : 1000, November 2024 : 880, December 2024 : 720, January 2025 : 880, February 2025 : 720, March 2025 : 880, April 2025 : 880, May 2025 : 880, June 2025 : 880, July 2025 : 880, August 2025 : 880, September 2025 : 720"
related_keywords,types of window coverings,100,,"October 2024 : 720, November 2024 : 880, December 2024 : 720, January 2025 : 1000, February 2025 : 1000, March 2025 : 880, April 2025 : 880, May 2025 : 880, June 2025 : 720, July 2025 : 880, August 2025 : 880, September 2025 : 880"
related_keywords,bedroom blackout curtains,100,,"October 2024 : 880, November 2024 : 880, December 2024 : 880, January 2025 : 1000, February 2025 : 720, March 2025 : 880, April 2025 : 720, May 2025 : 880, June 2025 : 880, July 2025 : 1000, August 2025 : 880, September 2025 : 720"
related_keywords,black window shades,100,,"October 2024 : 1300, November 2024 : 1000, December 2024 : 880, January 2025 : 880, February 2025 : 720, March 2025 : 880, April 2025 : 720, May 2025 : 880, June 2025 : 880, July 2025 : 880, August 2025 : 880, September 2025 : 880"
related_keywords,sliding plantation shutters,100,,"October 2024 : 1000, November 2024 : 720, December 2024 : 720, January 2025 : 880, February 2025 : 880, March 2025 : 880, April 2025 : 880, May 2025 : 880, June 2025 : 880, July 2025 : 880, August 2025 : 880, September 2025 : 720"
related_keywords,wood roman shades,100,,"October 2024 : 1000, November 2024 : 1000, December 2024 : 880, January 2025 : 1000, February 2025 : 720, March 2025 : 880, April 2025 : 880, May 2025 : 720, June 2025 : 880, July 2025 : 880, August 2025 : 880, September 2025 : 720"
related_keywords,pinch pleat sheer curtains,100,,"October 2024 : 1300, November 2024 : 1300, December 2024 : 880, January 2025 : 1000, February 2025 : 880, March 2025 : 1000, April 2025 : 880, May 2025 : 720, June 2025 : 720, July 2025 : 720, August 2025 : 720, September 2025 : 720"
related_keywords,2 inch faux wood blinds cordless,100,,"October 2024 : 720, November 2024 : 720, December 2024 : 590, January 2025 : 720, February 2025 : 720, March 2025 : 880, April 2025 : 880, May 2025 : 1000, June 2025 : 880, July 2025 : 1300, August 2025 : 1300, September 2025 : 880"
related_keywords,kitchen window coverings,100,,"October 2024 : 880, November 2024 : 1000, December 2024 : 720, January 2025 : 1000, February 2025 : 720, March 2025 : 880, April 2025 : 720, May 2025 : 720, June 2025 : 720, July 2025 : 720, August 2025 : 720, September 2025 : 720"
related_keywords,roman shades inside mount,100,,"October 2024 : 720, November 2024 : 720, December 2024 : 480, January 2025 : 720, February 2025 : 720, March 2025 : 1000, April 2025 : 880, May 2025 : 880, June 2025 : 1000, July 2025 : 1000, August 2025 : 880, September 2025 : 1000"
related_keywords,farmhouse window treatments,99,,"October 2024 : 1000, November 2024 : 1300, December 2024 : 880, January 2025 : 1000, February 2025 : 1000, March 2025 : 880, April 2025 : 720, May 2025 : 720, June 2025 : 720, July 2025 : 720, August 2025 : 720, September 2025 : 720"
related_keywords,100 inch curtains,100,,"October 2024 : 1000, November 2024 : 1000, December 2024 : 720, January 2025 : 1000, February 2025 : 590, March 2025 : 720, April 2025 : 590, May 2025 : 720, June 2025 : 720, July 2025 : 880, August 2025 : 880, September 2025 : 720"
related_keywords,corded mini blinds,100,,"October 2024 : 1000, November 2024 : 1000, December 2024 : 720, January 2025 : 880, February 2025 : 720, March 2025 : 880, April 2025 : 720, May 2025 : 880, June 2025 : 880, July 2025 : 720, August 2025 : 720, September 2025 : 590"
related_keywords,gold sheer curtains,100,,"October 2024 : 1300, November 2024 : 1600, December 2024 : 1000, January 2025 : 1000, February 2025 : 880, March 2025 : 1000, April 2025 : 880, May 2025 : 880, June 2025 : 720, July 2025 : 590, August 2025 : 880, September 2025 : 880"
related_keywords,ikea window blinds,100,,"October 2024 : 720, November 2024 : 720, December 2024 : 590, January 2025 : 880, February 2025 : 720, March 2025 : 880, April 2025 : 880, May 2025 : 720, June 2025 : 880, July 2025 : 880, August 2025 : 1000, September 2025 : 880"
related_keywords,heat blocking window shades,100,,"October 2024 : 480, November 2024 : 390, December 2024 : 260, January 2025 : 720, February 2025 : 480, March 2025 : 880, April 2025 : 880, May 2025 : 1300, June 2025 : 2400, July 2025 : 1300, August 2025 : 880, September 2025 : 480"
related_keywords,motorized blinds cost,100,,"October 2024 : 720, November 2024 : 2900, December 2024 : 1900, January 2025 : 720, February 2025 : 590, March 2025 : 720, April 2025 : 720, May 2025 : 590, June 2025 : 720, July 2025 : 590, August 2025 : 590, September 2025 : 480"
related_keywords,window shades interior,100,,"October 2024 : 1300, November 2024 : 720, December 2024 : 720, January 2025 : 720, February 2025 : 720, March 2025 : 720, April 2025 : 720, May 2025 : 880, June 2025 : 880, July 2025 : 720, August 2025 : 1300, September 2025 : 880"
related_keywords,fabric roller blinds,100,,"October 2024 : 880, November 2024 : 880, December 2024 : 880, January 2025 : 880, February 2025 : 880, March 2025 : 880, April 2025 : 880, May 2025 : 880, June 2025 : 1300, July 2025 : 880, August 2025 : 880, September 2025 : 880"
related_keywords,blinds for triangular windows,100,,"October 2024 : 880, November 2024 : 880, December 2024 : 720, January 2025 : 880, February 2025 : 880, March 2025 : 880, April 2025 : 880, May 2025 : 1000, June 2025 : 1000, July 2025 : 1000, August 2025 : 880, September 2025 : 590"
related_keywords,heat blocking blinds,100,,"October 2024 : 480, November 2024 : 390, December 2024 : 260, January 2025 : 720, February 2025 : 480, March 2025 : 880, April 2025 : 880, May 2025 : 1300, June 2025 : 2400, July 2025 : 1300, August 2025 : 880, September 2025 : 480"
related_keywords,blinds for angled windows,100,,"October 2024 : 1300, November 2024 : 880, December 2024 : 590, January 2025 : 1000, February 2025 : 720, March 2025 : 880, April 2025 : 1000, May 2025 : 1000, June 2025 : 1000, July 2025 : 880, August 2025 : 880, September 2025 : 720"
related_keywords,half window shutters,100,,"October 2024 : 880, November 2024 : 880, December 2024 : 720, January 2025 : 880, February 2025 : 880, March 2025 : 1000, April 2025 : 880, May 2025 : 880, June 2025 : 720, July 2025 : 720, August 2025 : 880, September 2025 : 1000"
related_keywords,rv shades and blinds,100,,"October 2024 : 880, November 2024 : 720, December 2024 : 880, January 2025 : 1000, February 2025 : 590, March 2025 : 720, April 2025 : 720, May 2025 : 880, June 2025 : 1000, July 2025 : 1000, August 2025 : 1000, September 2025 : 880"
related_keywords,rv blackout shades,100,,"October 2024 : 720, November 2024 : 590, December 2024 : 390, January 2025 : 720, February 2025 : 590, March 2025 : 880, April 2025 : 880, May 2025 : 1300, June 2025 : 1600, July 2025 : 1300, August 2025 : 1000, September 2025 : 720"
related_keywords,woven bamboo shades,100,,"October 2024 : 1300, November 2024 : 2900, December 2024 : 480, January 2025 : 590, February 2025 : 480, March 2025 : 480, April 2025 : 480, May 2025 : 590, June 2025 : 590, July 2025 : 1000, August 2025 : 720, September 2025 : 590"
related_keywords,best cellular blinds,100,,"October 2024 : 1000, November 2024 : 880, December 2024 : 720, January 2025 : 880, February 2025 : 590, March 2025 : 880, April 2025 : 880, May 2025 : 880, June 2025 : 880, July 2025 : 720, August 2025 : 720, September 2025 : 590"
related_keywords,pull down curtains,100,,"October 2024 : 880, November 2024 : 1000, December 2024 : 880, January 2025 : 1000, February 2025 : 720, March 2025 : 880, April 2025 : 880, May 2025 : 880, June 2025 : 880, July 2025 : 880, August 2025 : 880, September 2025 : 880"
related_keywords,blinds for back door,100,,"October 2024 : 880, November 2024 : 880, December 2024 : 720, January 2025 : 880, February 2025 : 720, March 2025 : 880, April 2025 : 720, May 2025 : 720, June 2025 : 880, July 2025 : 880, August 2025 : 880, September 2025 : 720"
related_keywords,ikea window treatments,100,,"October 2024 : 880, November 2024 : 1000, December 2024 : 880, January 2025 : 1000, February 2025 : 880, March 2025 : 880, April 2025 : 1000, May 2025 : 880, June 2025 : 880, July 2025 : 880, August 2025 : 1000, September 2025 : 880"
related_keywords,faux roman shade valance,100,,"October 2024 : 1000, November 2024 : 1000, December 2024 : 720, January 2025 : 1000, February 2025 : 1000, March 2025 : 1000, April 2025 : 880, May 2025 : 720, June 2025 : 880, July 2025 : 880, August 2025 : 1000, September 2025 : 880"
related_keywords,bathroom window shutters,81,,"October 2024 : 880, November 2024 : 880, December 2024 : 880, January 2025 : 1000, February 2025 : 880, March 2025 : 1000, April 2025 : 880, May 2025 : 880, June 2025 : 880, July 2025 : 880, August 2025 : 880, September 2025 : 1000"
related_keywords,exterior plantation shutters,100,,"October 2024 : 590, November 2024 : 2900, December 2024 : 1600, January 2025 : 480, February 2025 : 480, March 2025 : 720, April 2025 : 720, May 2025 : 720, June 2025 : 590, July 2025 : 590, August 2025 : 590, September 2025 : 480"
related_keywords,indoor wooden shutters,100,,"October 2024 : 880, November 2024 : 1000, December 2024 : 880, January 2025 : 1000, February 2025 : 1000, March 2025 : 1000, April 2025 : 1000, May 2025 : 880, June 2025 : 880, July 2025 : 880, August 2025 : 880, September 2025 : 720"
related_keywords,grommet curtains for living room,100,,"October 2024 : 880, November 2024 : 1000, December 2024 : 720, January 2025 : 1000, February 2025 : 720, March 2025 : 720, April 2025 : 720, May 2025 : 720, June 2025 : 720, July 2025 : 880, August 2025 : 1600, September 2025 : 1300"
related_keywords,lowes blackout shades,100,,"October 2024 : 880, November 2024 : 880, December 2024 : 720, January 2025 : 880, February 2025 : 720, March 2025 : 1000, April 2025 : 880, May 2025 : 1000, June 2025 : 1300, July 2025 : 1300, August 2025 : 1000, September 2025 : 720"
related_keywords,sheer valances,100,,"October 2024 : 1000, November 2024 : 1000, December 2024 : 720, January 2025 : 880, February 2025 : 880, March 2025 : 1000, April 2025 : 880, May 2025 : 1000, June 2025 : 880, July 2025 : 1000, August 2025 : 1000, September 2025 : 1000"
related_keywords,cream sheer curtains,100,,"October 2024 : 1000, November 2024 : 1300, December 2024 : 880, January 2025 : 1000, February 2025 : 720, March 2025 : 880, April 2025 : 880, May 2025 : 880, June 2025 : 1000, July 2025 : 880, August 2025 : 1000, September 2025 : 1000"
related_keywords,half shutters,100,,"October 2024 : 880, November 2024 : 880, December 2024 : 720, January 2025 : 880, February 2025 : 880, March 2025 : 1000, April 2025 : 880, May 2025 : 880, June 2025 : 720, July 2025 : 720, August 2025 : 880, September 2025 : 1000"
related_keywords,budget blinds cost,100,,"October 2024 : 480, November 2024 : 720, December 2024 : 880, January 2025 : 3600, February 2025 : 880, March 2025 : 880, April 2025 : 590, May 2025 : 590, June 2025 : 590, July 2025 : 590, August 2025 : 590, September 2025 : 480"
related_keywords,beige sheer curtains,100,,"October 2024 : 880, November 2024 : 1000, December 2024 : 720, January 2025 : 880, February 2025 : 720, March 2025 : 880, April 2025 : 720, May 2025 : 720, June 2025 : 720, July 2025 : 720, August 2025 : 1000, September 2025 : 880"
related_keywords,front door shade,100,,"October 2024 : 1000, November 2024 : 1000, December 2024 : 880, January 2025 : 880, February 2025 : 720, March 2025 : 880, April 2025 : 720, May 2025 : 880, June 2025 : 880, July 2025 : 720, August 2025 : 880, September 2025 : 720"
related_keywords,blackout plantation shutters,100,,"October 2024 : 720, November 2024 : 720, December 2024 : 880, January 2025 : 1000, February 2025 : 720, March 2025 : 880, April 2025 : 880, May 2025 : 1000, June 2025 : 1000, July 2025 : 1000, August 2025 : 880, September 2025 : 720"
related_keywords,magnetic window blinds,100,,"October 2024 : 880, November 2024 : 880, December 2024 : 720, January 2025 : 1000, February 2025 : 880, March 2025 : 880, April 2025 : 720, May 2025 : 880, June 2025 : 880, July 2025 : 880, August 2025 : 880, September 2025 : 1000"
related_keywords,black and white kitchen curtains,100,,"October 2024 : 1300, November 2024 : 1300, December 2024 : 1000, January 2025 : 1300, February 2025 : 880, March 2025 : 1000, April 2025 : 720, May 2025 : 720, June 2025 : 720, July 2025 : 720, August 2025 : 720, September 2025 : 720"
related_keywords,skylight curtain,100,,"October 2024 : 590, November 2024 : 590, December 2024 : 590, January 2025 : 720, February 2025 : 480, March 2025 : 720, April 2025 : 880, May 2025 : 1300, June 2025 : 1600, July 2025 : 1300, August 2025 : 880, September 2025 : 720"
related_keywords,sheer curtains with grommets,100,,"October 2024 : 1000, November 2024 : 1000, December 2024 : 880, January 2025 : 880, February 2025 : 720, March 2025 : 880, April 2025 : 720, May 2025 : 590, June 2025 : 1600, July 2025 : 590, August 2025 : 590, September 2025 : 590"
related_keywords,mini blinds for doors,100,,"October 2024 : 880, November 2024 : 880, December 2024 : 720, January 2025 : 720, February 2025 : 590, March 2025 : 880, April 2025 : 720, May 2025 : 720, June 2025 : 720, July 2025 : 1000, August 2025 : 1300, September 2025 : 720"
related_keywords,draper shades,35,,"October 2024 : 720, November 2024 : 590, December 2024 : 590, January 2025 : 880, February 2025 : 880, March 2025 : 1000, April 2025 : 880, May 2025 : 880, June 2025 : 880, July 2025 : 880, August 2025 : 880, September 2025 : 720"
related_keywords,house window shutters,100,,"October 2024 : 1000, November 2024 : 720, December 2024 : 480, January 2025 : 590, February 2025 : 720, March 2025 : 880, April 2025 : 1000, May 2025 : 1000, June 2025 : 880, July 2025 : 880, August 2025 : 880, September 2025 : 880"
related_keywords,redi shade blackout,100,,"October 2024 : 590, November 2024 : 720, December 2024 : 720, January 2025 : 720, February 2025 : 590, March 2025 : 880, April 2025 : 590, May 2025 : 880, June 2025 : 1000, July 2025 : 1300, August 2025 : 1000, September 2025 : 720"
related_keywords,kohl's kitchen curtains,100,,"October 2024 : 1300, November 2024 : 1600, December 2024 : 880, January 2025 : 1000, February 2025 : 880, March 2025 : 1000, April 2025 : 720, May 2025 : 720, June 2025 : 720, July 2025 : 720, August 2025 : 880, September 2025 : 720"
related_keywords,blue valances,100,,"October 2024 : 1000, November 2024 : 1000, December 2024 : 1000, January 2025 : 1000, February 2025 : 880, March 2025 : 1300, April 2025 : 880, May 2025 : 720, June 2025 : 720, July 2025 : 720, August 2025 : 720, September 2025 : 590"
related_keywords,house shades,98,,"October 2024 : 880, November 2024 : 720, December 2024 : 590, January 2025 : 720, February 2025 : 720, March 2025 : 1000, April 2025 : 1300, May 2025 : 1300, June 2025 : 1300, July 2025 : 1300, August 2025 : 880, September 2025 : 880"
related_keywords,outdoor privacy shades,100,,"October 2024 : 1000, November 2024 : 1600, December 2024 : 880, January 2025 : 880, February 2025 : 390, March 2025 : 880, April 2025 : 880, May 2025 : 1000, June 2025 : 880, July 2025 : 720, August 2025 : 480, September 2025 : 480"
related_keywords,black valance,100,,"October 2024 : 1000, November 2024 : 1300, December 2024 : 1000, January 2025 : 1000, February 2025 : 880, March 2025 : 880, April 2025 : 590, May 2025 : 720, June 2025 : 590, July 2025 : 590, August 2025 : 720, September 2025 : 590"
related_keywords,over the sink kitchen window treatments,100,,"October 2024 : 1000, November 2024 : 1000, December 2024 : 720, January 2025 : 1300, February 2025 : 880, March 2025 : 1000, April 2025 : 720, May 2025 : 720, June 2025 : 720, July 2025 : 590, August 2025 : 590, September 2025 : 480"
related_keywords,sliding glass door blinds inside,100,,"October 2024 : 1000, November 2024 : 880, December 2024 : 590, January 2025 : 880, February 2025 : 880, March 2025 : 1000, April 2025 : 1000, May 2025 : 880, June 2025 : 1000, July 2025 : 880, August 2025 : 1000, September 2025 : 1000"
related_keywords,farmhouse valance,100,,"October 2024 : 1000, November 2024 : 1300, December 2024 : 880, January 2025 : 1300, February 2025 : 1000, March 2025 : 1000, April 2025 : 720, May 2025 : 720, June 2025 : 480, July 2025 : 590, August 2025 : 720, September 2025 : 880"
related_keywords,hunter douglas blinds cost,100,,"October 2024 : 480, November 2024 : 1000, December 2024 : 1000, January 2025 : 2400, February 2025 : 880, March 2025 : 720, April 2025 : 720, May 2025 : 720, June 2025 : 480, July 2025 : 590, August 2025 : 480, September 2025 : 390"
related_keywords,hunter douglas cellular blinds,100,,"October 2024 : 1000, November 2024 : 880, December 2024 : 590, January 2025 : 880, February 2025 : 720, March 2025 : 720, April 2025 : 880, May 2025 : 720, June 2025 : 720, July 2025 : 720, August 2025 : 880, September 2025 : 880"
related_keywords,blackout kitchen curtains,100,,"October 2024 : 880, November 2024 : 1600, December 2024 : 880, January 2025 : 880, February 2025 : 590, March 2025 : 880, April 2025 : 720, May 2025 : 880, June 2025 : 1300, July 2025 : 1000, August 2025 : 880, September 2025 : 720"
related_keywords,vertical cellular shades for sliding glass doors,100,,"October 2024 : 720, November 2024 : 880, December 2024 : 720, January 2025 : 880, February 2025 : 720, March 2025 : 880, April 2025 : 720, May 2025 : 720, June 2025 : 1300, July 2025 : 1000, August 2025 : 1300, September 2025 : 1000"
related_keywords,grey valances,100,,"October 2024 : 1000, November 2024 : 1300, December 2024 : 1000, January 2025 : 1000, February 2025 : 880, March 2025 : 880, April 2025 : 720, May 2025 : 720, June 2025 : 590, July 2025 : 720, August 2025 : 590, September 2025 : 590"
related_keywords,hunter douglas blinds price,100,,"October 2024 : 480, November 2024 : 1000, December 2024 : 1000, January 2025 : 2400, February 2025 : 880, March 2025 : 720, April 2025 : 720, May 2025 : 720, June 2025 : 480, July 2025 : 590, August 2025 : 480, September 2025 : 390"
related_keywords,window curtains types,100,,"October 2024 : 880, November 2024 : 880, December 2024 : 880, January 2025 : 880, February 2025 : 720, March 2025 : 880, April 2025 : 720, May 2025 : 720, June 2025 : 720, July 2025 : 880, August 2025 : 880, September 2025 : 720"
related_keywords,barn door window shutters,100,,"October 2024 : 1000, November 2024 : 1300, December 2024 : 880, January 2025 : 1000, February 2025 : 880, March 2025 : 880, April 2025 : 720, May 2025 : 720, June 2025 : 720, July 2025 : 720, August 2025 : 590, September 2025 : 590"
related_keywords,shade blind,84,,"October 2024 : 1000, November 2024 : 880, December 2024 : 880, January 2025 : 880, February 2025 : 720, March 2025 : 1000, April 2025 : 880, May 2025 : 880, June 2025 : 720, July 2025 : 720, August 2025 : 720, September 2025 : 880"
related_keywords,garage door window covers,100,,"October 2024 : 1000, November 2024 : 1000, December 2024 : 880, January 2025 : 1000, February 2025 : 720, March 2025 : 1000, April 2025 : 880, May 2025 : 880, June 2025 : 1000, July 2025 : 880, August 2025 : 880, September 2025 : 720"
related_keywords,gray valance,100,,"October 2024 : 1000, November 2024 : 1300, December 2024 : 1000, January 2025 : 1000, February 2025 : 880, March 2025 : 880, April 2025 : 720, May 2025 : 720, June 2025 : 590, July 2025 : 720, August 2025 : 590, September 2025 : 590"
related_keywords,unique kitchen valances,100,,"October 2024 : 1000, November 2024 : 880, December 2024 : 590, January 2025 : 1300, February 2025 : 720, March 2025 : 880, April 2025 : 720, May 2025 : 720, June 2025 : 720, July 2025 : 720, August 2025 : 720, September 2025 : 590"
related_keywords,small kitchen window curtains,100,,"October 2024 : 880, November 2024 : 880, December 2024 : 1000, January 2025 : 1900, February 2025 : 880, March 2025 : 880, April 2025 : 720, May 2025 : 590, June 2025 : 720, July 2025 : 720, August 2025 : 880, September 2025 : 720"
related_keywords,kitchen valances and swags,100,,"October 2024 : 880, November 2024 : 2400, December 2024 : 880, January 2025 : 880, February 2025 : 720, March 2025 : 880, April 2025 : 720, May 2025 : 590, June 2025 : 590, July 2025 : 590, August 2025 : 590, September 2025 : 590"
related_keywords,basement window treatments,100,,"October 2024 : 880, November 2024 : 1000, December 2024 : 880, January 2025 : 1000, February 2025 : 880, March 2025 : 880, April 2025 : 880, May 2025 : 880, June 2025 : 880, July 2025 : 720, August 2025 : 720, September 2025 : 720"
